Journal Name,Journal ISSN,Count, Avg SC Ratio,Avg ReLy,Avg semantic diff,Avg NSC similarity,Avg SC similarity,Avg references,Average SCs
Poultry science,0032-5791,138,0.303225827,-2.66329319,-0.082446164,0.642562701,0.725008865,33.47826087,8.224637681
Scoliosis,1748-7161,138,0.123546508,-0.195549555,-0.017212818,0.455367463,0.472580281,43.39855072,4.289855072
Steroids,0039-128X,138,0.059529833,-0.292292601,-0.05588357,0.629125609,0.685009178,65.27536232,2.557971014
Integrative biology : quantitative biosciences from nano to macro,1757-9694,137,0.034428365,-0.30585296,-0.088965003,0.655323217,0.74428822,60.67883212,1.700729927
Journal of health and social behavior,0022-1465,137,0.165184421,-1.246923738,-0.085412287,0.616984918,0.702397204,35.8540146,5.109489051
Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,137,0.102253252,-0.924290531,-0.041402618,0.381482072,0.42288469,28.54744526,1.95620438
Endoscopy international open,2196-9736,136,0.063933922,-0.281740718,-0.044263804,0.470076709,0.514340513,21.33823529,1.227941176
Journal of the Academy of Nutrition and Dietetics,2212-2672,136,0.064455145,-0.357172209,-0.060070152,0.267849301,0.327919453,34.30882353,1.926470588
The Journal of clinical and aesthetic dermatology,1941-2789,136,0.064022965,-0.013880664,0.003722942,0.476485765,0.472762822,35.86029412,1.654411765
Blood cancer journal,2044-5385,135,0.061904931,-0.28075163,-0.049535008,0.560093267,0.609628275,37.84444444,1.622222222
Developmental neurobiology,1932-8451,135,0.036195707,-0.200234069,-0.070464934,0.677720106,0.748185039,83.83703704,1.925925926
Genes & nutrition,1555-8932,135,0.043422506,-0.432293058,-0.101071744,0.569979283,0.671051027,62.86666667,1.82962963
Langenbecks Archiv fur Chirurgie,0023-8236,135,0.085348183,-0.423157901,-0.049359125,0.616421752,0.665780877,23.52592593,1.681481481
Neuromolecular medicine,1535-1084,135,0.025945933,-0.352596561,-0.114187271,0.623790044,0.737977315,84.31111111,1.4
Progress in retinal and eye research,1350-9462,135,0.018578824,-0.224716121,-0.112512934,0.557205,0.669717934,225.5185185,3.977777778
Journal of aging and health,0898-2643,134,0.046578608,-0.076206036,-0.020413278,0.348533642,0.36894692,38.32835821,1.597014925
Journal of burn care & research : official publication of the American Burn Association,1559-047X,134,0.100665805,-1.250323032,-0.122884061,0.569686879,0.69257094,36.50746269,2.962686567
"Journal of psychopharmacology (Oxford, England)",0269-8811,134,0.050768284,-0.491816514,-0.097365418,0.576266908,0.673632327,79.23880597,2.873134328
"Lung cancer (Amsterdam, Netherlands)",0169-5002,134,0.068967829,-0.315812863,-0.046655043,0.492057165,0.538712208,36.82089552,2.149253731
Seminars in cell & developmental biology,1084-9521,134,0.019802165,-0.139207435,-0.061032568,0.651463199,0.712495768,114.738806,1.723880597
SpringerPlus,2193-1801,134,0.052700775,-0.489876415,-0.102146216,0.553624893,0.655771108,32.08208955,1.26119403
Acta Cardiologica Sinica,1011-6842,133,0.08145573,-1.136619007,-0.157204475,0.1501728,0.307377275,28.42105263,2.127819549
Advances in experimental medicine and biology,0065-2598,133,0.054815838,-0.040873472,0.000707623,0.605041459,0.604333836,68.66917293,1.639097744
Cancer immunology research,2326-6066,133,0.037897932,-0.449318703,-0.120016816,0.62967881,0.749695626,47.59398496,1.676691729
Developmental cognitive neuroscience,1878-9293,133,0.033514916,-0.158981022,-0.051401882,0.661703624,0.713105505,75.26315789,2.030075188
European journal of endocrinology,0804-4643,133,0.06890093,-0.132370368,-0.012713306,0.466228537,0.478941843,39.83458647,2.30075188
Journal of enzyme inhibition and medicinal chemistry,1475-6366,133,0.106862415,-0.805276789,-0.106770069,0.616044997,0.722815066,41.9924812,4.285714286
"Nanomedicine (London, England)",1743-5889,133,0.038482785,0.002086785,0.005921491,0.486900311,0.480978821,68.4962406,2.022556391
Archives of pediatrics & adolescent medicine,1072-4710,132,0.069380699,-0.105905119,-0.017102876,0.443902744,0.46100562,34.06818182,2.106060606
Clinical and translational science,1752-8054,132,0.103929969,-0.481271062,-0.040935577,0.479847257,0.520782834,26.46969697,1.939393939
Doklady. Biochemistry and biophysics,1607-6729,132,0.100743701,-0.35922728,-0.032953478,0.507537104,0.540490582,12.29545455,1.227272727
Fortschritte der Kieferorthopadie,0015-816X,132,0.174078166,-0.15459329,-0.024327451,0.555288147,0.579615597,17.28030303,2.825757576
"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",0265-6736,132,0.141733703,-0.228661426,-0.014730894,0.47504829,0.489779184,53.84090909,6.954545455
Journal of immunology research,2314-7156,132,0.021547786,-0.117837997,-0.067399472,0.572375939,0.639775412,85,1.227272727
Journal of medical ultrasonics (2001),1346-4523,132,0.102222473,-0.115671562,-0.018796842,0.502144291,0.520941133,22.81818182,1.931818182
Microbes and infection,1286-4579,132,0.031918284,-0.11734866,-0.029655604,0.628651554,0.658307159,52.43181818,1.371212121
Sports health,1941-0921,132,0.058915194,-0.275040192,-0.043425924,0.265389044,0.308814968,39.4469697,1.545454545
Visual neuroscience,0952-5238,132,0.077163778,-0.428264502,-0.055135159,0.673462528,0.728597687,60.71969697,3.977272727
Carbohydrate research,0008-6215,131,0.135273531,-0.835000953,-0.06338752,0.594197546,0.657585066,30.23664122,3.290076336
Industrial health,0019-8366,131,0.090109345,-1.039187417,-0.127407348,0.581613117,0.709020465,29.52671756,2.022900763
Journal of health care for the poor and underserved,1049-2089,131,0.048770244,-0.461623345,-0.098620528,0.50799434,0.606614868,36.78625954,1.564885496
Neurochemistry international,0197-0186,131,0.038619702,-0.274065104,-0.067696359,0.653293603,0.720989962,83.94656489,2.580152672
"Tuberculosis (Edinburgh, Scotland)",1472-9792,131,0.067150751,-0.404749273,-0.060396049,0.605011841,0.66540789,44.79389313,2.488549618
Aesthetic plastic surgery,0364-216X,130,0.173565266,-0.927695955,-0.059639489,0.504140428,0.563779917,19.60769231,2.869230769
Aging & mental health,1360-7863,130,0.064570281,-0.255539913,-0.047588205,0.447201531,0.494789735,35.16923077,1.938461538
Biochemical genetics,0006-2928,130,0.148432605,-1.234007297,-0.077026048,0.565447181,0.642473229,22.89230769,2.953846154
Brazilian journal of physical therapy,1413-3555,130,0.055302677,-0.050739056,0.001836593,0.44222862,0.440392027,31.46153846,1.507692308
Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,1000-9604,130,0.07257043,0.349411668,0.082864319,0.471736689,0.38887237,27.95384615,1.707692308
European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,1633-8065,130,0.063284939,0.013484949,-0.040985927,0.557379768,0.598365695,30.35384615,1.969230769
"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine",0972-5229,130,0.08653548,-0.257277487,-0.026924229,0.356353642,0.383277871,21.03846154,1.453846154
Journal of biological rhythms,0748-7304,130,0.092281415,-0.541457164,-0.061412423,0.676155287,0.73756771,45.61538462,3.607692308
Physiological reviews,0031-9333,130,0.006429157,-0.014875896,-0.024628989,0.544645655,0.569274645,530.6461538,3.238461538
Radiologia brasileira,0100-3984,130,0.270573394,2.44063364,0.057879312,0.44608604,0.388206728,20.05384615,4.638461538
Wound repair and regeneration : official publication of the Wound Healing Society [and] the European Tissue Repair Society,1067-1927,130,0.084076901,-0.901061276,-0.102502576,0.60181387,0.704316446,43.44615385,3.346153846
Archives of women's mental health,1434-1816,129,0.066863394,-1.018193388,-0.133248026,0.57358958,0.706837606,44.15503876,2.589147287
Endocrine reviews,0163-769X,129,0.012871155,-0.032139689,-0.043096978,0.552027693,0.595124671,345.7054264,4.209302326
Environmental toxicology and chemistry,0730-7268,129,0.174587761,-1.211433146,-0.062913558,0.675472491,0.738386049,31.98449612,4.813953488
Gastroenterology and hepatology from bed to bench,2008-2258,129,0.069879742,-0.034561654,-0.00437865,0.437738756,0.442117405,35.85271318,2.031007752
"Genes, chromosomes & cancer",1045-2257,129,0.076824857,-0.891640342,-0.125348129,0.633299355,0.758647484,40.89147287,2.860465116
Gut pathogens,1757-4749,129,0.036094637,-0.180384869,-0.056570677,0.465953819,0.522524496,48.44186047,1.310077519
Israel journal of health policy research,2045-4015,129,0.082850322,-0.364996555,-0.03725505,0.487712543,0.524967593,22.28682171,1.604651163
Journal of cardiovascular electrophysiology,1045-3873,129,0.102707665,-0.127945036,-0.028370523,0.39070691,0.419077433,29.54263566,2.84496124
Transfusion medicine and hemotherapy : offizielles Organ der Deutschen Gesellschaft fur Transfusionsmedizin und Immunhamatologie,1660-3796,129,0.100303563,-0.36630889,-0.029743283,0.344791659,0.374534942,48.02325581,2.379844961
Child and adolescent psychiatry and mental health,1753-2000,128,0.057128786,-0.23054869,-0.026954623,0.461683854,0.488638477,34.1640625,1.609375
Clinical kidney journal,2048-8505,128,0.058571389,-0.365600508,-0.05931136,0.506546718,0.565858078,45.046875,1.6484375
Current gastroenterology reports,1522-8037,128,0.026521418,-0.360855725,-0.15350072,0.502080027,0.655580747,58.5078125,1.28125
Fungal genetics and biology : FG & B,1087-1845,128,0.075950789,-0.28093741,-0.041066321,0.644944361,0.686010682,55.9453125,3.5234375
Human heredity,0001-5652,128,0.092138533,-0.223425791,-0.018897788,0.540351506,0.559249293,35.1796875,2.84375
Population health metrics,1478-7954,128,0.098401616,-0.201828446,-0.016406592,0.422541535,0.438948128,28.0234375,2.2109375
The American journal of occupational therapy : official publication of the American Occupational Therapy Association,0272-9490,128,0.186851322,-0.288627852,0.002896588,0.441262487,0.438365899,27.7421875,4.8671875
Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,0887-6177,127,0.077286561,-0.648486918,-0.095607168,0.519821655,0.615428823,38.45669291,2.472440945
Frontiers in neuroendocrinology,0091-3022,127,0.01583998,-0.139635225,-0.093188246,0.611970184,0.705158431,202.0472441,2.779527559
Integrative cancer therapies,1534-7354,127,0.054240707,-0.275946197,-0.045094934,0.298933259,0.344028193,40.13385827,1.834645669
Journal of clinical periodontology,0303-6979,127,0.195514827,-0.685210544,-0.020756674,0.421729431,0.442486105,40.91338583,7.417322835
Journal of glaucoma,1057-0829,127,0.086152959,-0.180994432,-0.019766149,0.38041905,0.400185199,36.50393701,2.519685039
Leukemia research,0145-2126,127,0.051865707,-0.403001933,-0.075891387,0.6041101,0.680001486,38.15748031,1.724409449
The Journal of school health,0022-4391,127,0.122985111,0.208856038,0.007937468,0.352235911,0.344298443,26.60629921,2.858267717
Therapeutics and clinical risk management,1176-6336,127,0.052607812,-0.41219172,-0.095001713,0.484244857,0.579246569,40.57480315,1.409448819
Brain research bulletin,0361-9230,126,0.045610377,-0.347182438,-0.075123275,0.654813169,0.729936445,65.3015873,2.222222222
Conflict and health,1752-1505,126,0.099855062,-0.226532573,-0.03219427,0.446919015,0.479113285,25.34920635,2.412698413
Epigenetics & chromatin,1756-8935,126,0.024510045,0.093060196,0.047434319,0.460458367,0.413024048,67.23015873,1.476190476
Frontiers in veterinary science,2297-1769,126,0.041999244,-0.245022702,-0.067853711,0.621245927,0.689099637,47.53174603,1.412698413
Health education & behavior : the official publication of the Society for Public Health Education,1090-1981,126,0.09644425,-0.91643615,-0.098830937,0.536549721,0.635380658,28.34126984,2.182539683
Iranian journal of nursing and midwifery research,1735-9066,126,0.073577226,0.034281629,0.00531131,0.327105873,0.321794562,22.04761905,1.46031746
Italian journal of pediatrics,1720-8424,126,0.057302364,-0.243002178,-0.047385609,0.479463892,0.526849501,45.57936508,2.277777778
Journal of clinical research in pediatric endocrinology,,126,0.054605967,-0.274405257,-0.037311719,0.349487872,0.386799591,33.69047619,1.468253968
Journal of the neurological sciences,0022-510X,126,0.059258803,-0.39360078,-0.062590959,0.507757761,0.570348719,45.05555556,2.087301587
Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery,1550-7289,126,0.11782282,-0.235445114,-0.020820707,0.428199973,0.44902068,31.50793651,3.349206349
The patient,1178-1653,126,0.088591818,-0.117361229,-0.035438125,0.297342182,0.332780307,34.87301587,2.293650794
Chiropractic & manual therapies,2045-709X,125,0.073858279,-0.287569903,-0.035774914,0.432623868,0.468398782,42.368,2.448
Emerging microbes & infections,2222-1751,125,0.048918319,-0.280160686,-0.065375148,0.596774214,0.662149362,39.968,1.36
Iranian Red Crescent medical journal,2074-1804,125,0.054066854,0.006361297,-0.004224138,0.285325209,0.289549347,26.424,1.24
Mechanisms of development,0925-4773,125,0.040621521,-0.165715386,-0.042366774,0.685351722,0.727718496,59.8,2.2
PLoS currents,2157-3999,125,0.075740166,-0.417473388,-0.062563217,0.412385669,0.474948886,27.928,1.608
Animal behaviour,0003-3472,124,0.09151186,-0.347837788,-0.036298864,0.6852405,0.721539364,30.17741935,2.241935484
Autonomic neuroscience : basic & clinical,1566-0702,124,0.038260528,-0.367567409,-0.088856857,0.618054079,0.706910936,66.42741935,1.919354839
Cell adhesion & migration,1933-6918,124,0.027609393,-0.138960637,-0.057698221,0.661702371,0.719400592,79.08064516,1.451612903
Cognitive processing,1612-4782,124,0.069363164,-0.415811285,-0.059942091,0.658546227,0.718488319,35.91935484,1.75
Frontiers in pediatrics,2296-2360,124,0.064888834,-0.528802984,-0.111903672,0.441902635,0.553806307,52.78225806,1.629032258
Inhalation toxicology,0895-8378,124,0.110606959,-1.261129538,-0.105661672,0.562348294,0.668009967,44.61290323,4.072580645
Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,1386-6532,124,0.084734988,-0.009208018,0.008642866,0.454609182,0.445966315,31.16935484,2.024193548
Journal of experimental psychology. General,0022-1015,124,0.054562837,-0.252531293,-0.04463572,0.670465168,0.715100888,49.38709677,2.419354839
Rapid communications in mass spectrometry : RCM,0951-4198,124,0.102507273,-0.573973055,-0.065633342,0.531159357,0.596792699,29.81451613,2.693548387
Saudi journal of gastroenterology : official journal of the Saudi Gastroenterology Association,1319-3767,124,0.065529969,-0.320984212,-0.037395603,0.425938544,0.463334147,31.62903226,1.403225806
Sultan Qaboos University medical journal,2075-051X,124,0.086192321,-0.01557709,-0.004050628,0.30758567,0.311636298,25.12903226,1.693548387
The Analysis of verbal behavior,0889-9401,124,0.288449172,-1.540282374,-0.050971661,0.607038934,0.658010595,20.00806452,5.693548387
Toxicologic pathology,0192-6233,124,0.114161382,-0.852240367,-0.089758715,0.581260568,0.671019282,55.83870968,4.491935484
ASAIO journal (American Society for Artificial Internal Organs : 1992),1058-2916,123,0.138602582,-2.067728352,-0.154883798,0.563889285,0.718773083,27.45528455,3.357723577
General hospital psychiatry,0163-8343,123,0.055935953,-0.140253431,-0.020081234,0.422505663,0.442586897,39.75609756,2.032520325
Journal of medical virology,0146-6615,123,0.075541417,-1.028797609,-0.137506859,0.608171951,0.74567881,36.91056911,2.56097561
Journal of voice : official journal of the Voice Foundation,0892-1997,123,0.205421871,-0.902802736,-0.052068768,0.424556758,0.476625526,26.54471545,5.040650407
Psychological bulletin,0033-2909,123,0.038065947,-0.146588089,-0.018128594,0.614654435,0.632783029,156.1300813,4.170731707
Biochemia medica,1330-0962,122,0.113220871,-0.45159111,-0.017493944,0.437821617,0.455315561,27.91803279,2.393442623
Brain stimulation,1876-4754,122,0.077989494,0.215874728,0.025053833,0.407149137,0.382095304,54.21311475,3.540983607
Gastroenterology research and practice,1687-6121,122,0.038027397,-0.374006935,-0.087011307,0.452073991,0.539085297,43.27868852,1.254098361
International braz j urol : official journal of the Brazilian Society of Urology,1677-5538,122,0.060794676,-0.177116975,-0.023939056,0.439219162,0.463158218,26.14754098,1.37704918
Japanese journal of radiology,1867-1071,122,0.06902662,-0.449001186,-0.061303186,0.480688136,0.541991322,28.62295082,1.409836066
Journal of chiropractic medicine,1556-3707,122,0.069438242,-0.148654944,-0.02296721,0.298064816,0.321032026,30.09016393,1.770491803
Journal of the history of biology,0022-5010,122,0.18564136,-0.767270515,-0.044430644,0.398427768,0.442858412,28.29508197,3.713114754
Asian spine journal,1976-1902,121,0.064447535,-0.269965229,-0.033627189,0.29143886,0.325066049,27.52066116,1.41322314
Brain connectivity,2158-0014,121,0.032928053,-0.230116805,-0.07414106,0.689993134,0.764134194,60.81818182,1.776859504
Developmental medicine and child neurology,0012-1622,121,0.142233902,-0.537497811,-0.041680417,0.477777048,0.519457466,28.88429752,3.644628099
European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,1010-7940,121,0.11591738,-0.215516533,-0.028041654,0.475342751,0.503384405,23.07438017,2.429752066
International forum of allergy & rhinology,2042-6976,121,0.11477447,-0.261778084,-0.023567554,0.395657866,0.41922542,31.76859504,3.214876033
Journal of global health,2047-2978,121,0.127639647,-0.611094355,-0.045580214,0.449724444,0.495304657,28.21487603,2.743801653
"Journal of the Optical Society of America. A, Optics, image science, and vision",1084-7529,121,0.132614776,-1.191812035,-0.087555303,0.648024167,0.735579471,32.10743802,3.652892562
Scientific data,2052-4463,121,0.067011079,-0.626626118,-0.100935194,0.627970886,0.728906079,28.39669421,1.454545455
The Annals of occupational hygiene,0003-4878,121,0.209202507,-1.184070766,-0.06684347,0.550439747,0.617283218,27.95041322,4.884297521
Current HIV/AIDS reports,1548-3568,120,0.030147337,-0.449792732,-0.151038175,0.478678108,0.629716283,74.85833333,1.616666667
International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,1048-891X,120,0.076935998,-0.247315026,-0.033684828,0.302574137,0.336258965,28.78333333,2.083333333
Journal of endourology,0892-7790,120,0.13818336,-0.133964673,-0.013262896,0.326331267,0.339594163,23.04166667,2.95
Musculoskeletal surgery,2035-5114,120,0.062721449,-0.087067243,-0.015231334,0.526645887,0.541877221,34.23333333,1.891666667
Operative Orthopadie und Traumatologie,0934-6694,120,0.082364048,0.131154738,0.010522993,0.470317808,0.459794815,24.025,1.7
Paediatric and perinatal epidemiology,0269-5022,120,0.06533714,-0.548898156,-0.09276551,0.403718103,0.496483613,30.93333333,1.741666667
The Diabetes educator,0145-7217,120,0.113896238,-0.158786172,-0.017985735,0.410101609,0.428087344,32.05,3.3
Transactions of the Royal Society of Tropical Medicine and Hygiene,0035-9203,120,0.11229683,-0.241152294,-0.05336075,0.533530039,0.586890789,29.56666667,2.691666667
American journal of human biology : the official journal of the Human Biology Council,1042-0533,119,0.066438318,-0.351827802,-0.058556048,0.457672295,0.516228343,46.47058824,2.865546218
Behavior research methods,1554-351X,119,0.150955533,-1.265897462,-0.08508375,0.656077673,0.741161423,27.42016807,3.74789916
Cancer imaging : the official publication of the International Cancer Imaging Society,1470-7330,119,0.048054307,-0.644041364,-0.127312829,0.517097718,0.644410547,42.79831933,1.470588235
Ecology letters,1461-023X,119,0.110107936,-0.406725328,-0.038384974,0.712179382,0.750564356,31.58823529,3.033613445
Journal of clinical psychology in medical settings,1068-9583,119,0.074562119,-1.075714424,-0.152610057,0.567575438,0.720185495,35.49579832,2.134453782
Journal of interpersonal violence,0886-2605,119,0.097276864,-0.933747625,-0.107983914,0.649354233,0.757338148,28.93277311,2.571428571
Journal of the American Dental Association (1939),0002-8177,119,0.128902882,0.161276594,0.004578395,0.412735039,0.408156644,33.01680672,3.74789916
Journal of the American Statistical Association,0162-1459,119,0.082828749,-1.01126635,-0.121559807,0.644152662,0.765712469,21.82352941,1.504201681
Microvascular research,0026-2862,119,0.052205467,-0.197569077,-0.04507055,0.629844738,0.674915287,58.28571429,2.428571429
Seminars in interventional radiology,0739-9529,119,0.045644815,-0.581916211,-0.145593956,0.516513292,0.662107248,45.50420168,1.655462185
The Journal of cardiovascular nursing,0889-4655,119,0.068272434,-0.234179122,-0.037272183,0.312486952,0.349759134,39.78991597,2.56302521
The Journal of the Association of Nurses in AIDS Care : JANAC,1055-3290,119,0.067546029,-0.630405228,-0.096695797,0.57755486,0.674250658,28.6302521,1.731092437
Translational oncology,1936-5233,119,0.04786115,-0.366271099,-0.104432608,0.385754208,0.490186816,40.3697479,1.521008403
Cell communication and signaling : CCS,1478-811X,118,0.045970782,0.03846865,0.01161084,0.514029233,0.502418394,64.48305085,1.779661017
Current Alzheimer research,1567-2050,118,0.050892815,-0.335719751,-0.062086354,0.472830978,0.534917332,82.53389831,2.449152542
"European journal of cancer (Oxford, England : 1990)",0959-8049,118,0.055389676,-0.230257997,-0.037144209,0.493576702,0.530720911,36.63559322,1.728813559
FEMS microbiology letters,0378-1097,118,0.053410284,-0.29083471,-0.054114253,0.631860769,0.685975022,37.52542373,1.652542373
Immunity & ageing : I & A,1742-4933,118,0.050424206,0.008087234,-0.02356685,0.487248267,0.510815117,52.5,2.042372881
Journal of community genetics,1868-310X,118,0.082929101,-1.522256567,-0.147019946,0.58316067,0.730180616,33.49152542,1.93220339
Journal of the mechanical behavior of biomedical materials,1878-0180,118,0.070227505,-0.524238738,-0.082753646,0.669294435,0.752048081,39.39830508,2.508474576
Neural development,1749-8104,118,0.025487488,0.143891748,0.058982291,0.508835877,0.449853586,62.38135593,1.398305085
North American journal of medical sciences,1947-2714,118,0.082238034,0.162404483,0.025039613,0.395642091,0.370602478,28.09322034,1.762711864
Sarcoma,1357-714X,118,0.050669244,-0.515247602,-0.090356644,0.530776932,0.621133576,47.38135593,1.508474576
The journal of primary prevention,0278-095X,118,0.090509794,-0.837640727,-0.107598166,0.628312321,0.735910487,24.1779661,1.881355932
Wiener medizinische Wochenschrift (1946),0043-5341,118,0.080313625,-0.735904616,-0.091388189,0.556450114,0.647838304,32.38983051,1.728813559
World journal of emergency medicine,1920-8642,118,0.082569236,0.486848565,0.0507291,0.430390741,0.379661641,21.49152542,1.644067797
Chemical Society reviews,0306-0012,117,0.033682216,-0.284997098,-0.078055264,0.611637507,0.689692771,161.008547,3.213675214
Comprehensive psychiatry,0010-440X,117,0.045565699,-0.258215979,-0.056946751,0.518584183,0.575530934,43.35897436,1.709401709
Current opinion in HIV and AIDS,1746-630X,117,0.048450713,-0.126837659,0.04809774,0.337249235,0.289151495,66.45299145,2.034188034
Health care analysis : HCA : journal of health philosophy and policy,1065-3058,117,0.124477232,-1.681461739,-0.15202887,0.578353823,0.730382693,21.56410256,2.247863248
Human pathology,0046-8177,117,0.057991273,-0.706464525,-0.122980132,0.621922114,0.744902247,31.94017094,1.623931624
Insights into imaging,1869-4101,117,0.046940697,-0.161168093,-0.031058321,0.473381991,0.504440312,46.30769231,1.555555556
Journal of clinical pharmacology,0091-2700,117,0.07054051,-1.13570838,-0.151811166,0.550836466,0.702647632,31.00854701,1.803418803
Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale,1916-0208,117,0.077027643,0.109706214,0.005420002,0.425442981,0.420022979,28.64957265,1.931623932
Nitric oxide : biology and chemistry,1089-8603,117,0.053281165,-0.295851026,-0.065200946,0.603005985,0.668206931,58.94871795,2.153846154
Academic pediatrics,1876-2859,116,0.071849408,-0.068515159,-0.021471014,0.273407749,0.294878763,28.70689655,1.931034483
American journal of nephrology,0250-8095,116,0.044256474,-0.215460723,-0.03800939,0.337520701,0.375530091,37.12068966,1.379310345
Antimicrobial resistance and infection control,2047-2994,116,0.047142419,-0.187505883,-0.046843155,0.457281664,0.504124819,32.93103448,1.310344828
"Aquatic toxicology (Amsterdam, Netherlands)",0166-445X,116,0.071984606,-0.711591027,-0.10528383,0.649941171,0.755225001,47.98275862,3.336206897
"BioEssays : news and reviews in molecular, cellular and developmental biology",0265-9247,116,0.022200873,-0.13822438,-0.063355655,0.634598655,0.69795431,80.85344828,1.5
Cardiovascular journal of Africa,1015-9657,116,0.06526352,-0.367251255,-0.048745798,0.439933504,0.488679302,32.17241379,1.49137931
Cytotherapy,1465-3249,116,0.064972562,0.012380958,0.013278712,0.505669082,0.492390371,50.65517241,2.75
Indian journal of nephrology,0971-4065,116,0.080385519,-0.682104562,-0.106450596,0.531579658,0.638030254,23.15517241,1.439655172
Technology in cancer research & treatment,1533-0338,116,0.06288613,-0.815758124,-0.122376652,0.506338018,0.62871467,36.75,1.862068966
The review of diabetic studies : RDS,1613-6071,116,0.046104782,-0.443753864,-0.053036181,0.521996348,0.575032529,68.27586207,1.939655172
American journal of infection control,0196-6553,115,0.148134533,0.218714115,0.00707381,0.446604276,0.439530466,26.11304348,3.486956522
Biomolecules & therapeutics,1976-9148,115,0.050868661,-0.608007619,-0.119092426,0.607004709,0.726097135,43.71304348,1.8
Current treatment options in neurology,1092-8480,115,0.025346198,-0.522416743,-0.205659276,0.539214459,0.744873735,58.53043478,1.182608696
Indian journal of palliative care,0973-1075,115,0.098637826,-0.412023649,-0.036821725,0.298594587,0.335416312,29.75652174,2.808695652
"Journal of occupational medicine and toxicology (London, England)",1745-6673,115,0.096920643,-0.060832352,-0.021842276,0.447170744,0.46901302,34.0173913,2.67826087
Revista brasileira de hematologia e hemoterapia,1516-8484,115,0.087004873,-0.265763113,-0.075652342,0.432691323,0.508343664,20.49565217,1.452173913
Toxicon : official journal of the International Society on Toxinology,0041-0101,115,0.141630945,-0.596582304,-0.03701731,0.626002192,0.663019502,47.23478261,5.67826087
"Daru : journal of Faculty of Pharmacy, Tehran University of Medical Sciences",1560-8115,114,0.077081858,0.116708662,0.010281043,0.445686473,0.43540543,25.46491228,1.596491228
EvoDevo,2041-9139,114,0.036257751,0.152193888,0.042128181,0.479792974,0.437664793,63.76315789,1.956140351
JAMA dermatology,2168-6068,114,0.08725026,-1.193687977,-0.138542857,0.170041632,0.308584489,26.64912281,1.921052632
Journal for immunotherapy of cancer,2051-1426,114,0.045874459,-0.328192192,-0.057317993,0.452653161,0.509971154,48.07894737,1.605263158
Journal of American college health : J of ACH,0744-8481,114,0.131993176,-0.365255989,-0.030338474,0.45826203,0.488600503,28.5877193,3.298245614
Journal of medical primatology,0047-2565,114,0.092457948,-0.116130886,-0.008310646,0.428074224,0.43638487,35.42105263,3.078947368
Korean journal of ophthalmology : KJO,1011-8942,114,0.061364457,-0.306491459,-0.052030621,0.388299849,0.44033047,24.94736842,1.333333333
Life sciences,0024-3205,114,0.038569865,-0.08882294,-0.017794185,0.536494976,0.55428916,57.43859649,1.552631579
Oncology nursing forum,0190-535X,114,0.086585159,0.005990397,0.000929198,0.383061874,0.382132675,36.21929825,2.885964912
The Journal of the Canadian Chiropractic Association,0008-3194,114,0.074997751,-0.090162811,-0.016609766,0.396205193,0.412814959,31.44736842,1.885964912
Zeitschrift fur Kardiologie,0300-5860,114,0.118327306,-0.11246689,-0.02785989,0.544439424,0.572299313,29.78070175,2.903508772
Acta psychiatrica Scandinavica,0001-690X,113,0.070089224,0.039507789,-0.005023378,0.426276633,0.431300011,44.84955752,2.557522124
Aging and disease,2152-5250,113,0.048172375,-0.339720162,-0.08316041,0.578234483,0.661394893,74.54867257,2.300884956
Current cardiology reports,1523-3782,113,0.02350626,-0.382777686,-0.162267512,0.45700098,0.619268492,59.3539823,1.159292035
European journal of trauma and emergency surgery : official publication of the European Trauma Society,1863-9933,113,0.072092904,0.081203573,0.02745037,0.431303679,0.40385331,35.49557522,1.743362832
Experimental and molecular pathology,0014-4800,113,0.109837513,-1.030540245,-0.095269333,0.589535026,0.684804359,43.6460177,3.424778761
IUCrJ,2052-2525,113,0.113959091,-0.467536457,-0.07398618,0.645978578,0.719964758,34.6460177,2.557522124
"Journal of biomedical materials research. Part B, Applied biomaterials",1552-4973,113,0.064430766,-0.796256287,-0.113518594,0.623635961,0.737154555,38.54867257,2.132743363
"Journal of clinical neurology (Seoul, Korea)",1738-6586,113,0.049640284,-0.032116888,-0.007713568,0.279725555,0.287439122,32.80530973,1.256637168
Journal of endodontics,0099-2399,113,0.267248384,-0.903633266,-0.034068884,0.414265009,0.448333893,35.25663717,9.061946903
Journal of sex research,0022-4499,113,0.094074609,-0.909729694,-0.106718222,0.643416192,0.750134414,39.27433628,2.699115044
Prenatal diagnosis,0197-3851,113,0.156976696,-0.430846658,-0.043773726,0.464356878,0.508130604,32.65486726,4.460176991
